As,Cr,Cu,Hg,Mo,Ni,Pb,Zn,Type
4.465908119,3.218875825,3.342861805,4.248495242,-0.020202707,2.772588722,4.40060302,5.669880923,1
4.290459441,2.079441542,2.653241965,4.094344562,0.615185639,1.458615023,3.122364924,4.49980967,1
4.584967479,2.564949357,2.564949357,6.507277712,0.09531018,2.379546134,3.883623531,5.267858159,1
3.828641396,5.062595033,3.126760536,4.248495242,1.280933845,4.455509411,2.93385687,4.262679877,1
4.262679877,4.510859507,3.990834186,4.094344562,-0.186329578,3.668676747,3.169685581,4.770684624,1
4.127134385,3.583518938,4.380775853,3.912023005,0.570979547,3.575150689,4.80073697,6.171700597,1
4.127134385,3.044522438,3.862832761,4.382026635,1.894616855,3.374168709,3.490428515,4.828313737,1
4.007333185,2.995732274,3.777348102,4.605170186,1.619388243,3.404525172,3.391147046,4.836281907,1
3.828641396,4.369447852,4.786658062,4.094344562,-0.478035801,4.109233175,2.509599262,4.532599493,1
4.859812404,2.397895273,2.827313622,4.605170186,0.009950331,2.63188884,4.817859279,5.631211782,1
4.248495242,3.36729583,3.242592351,5.075173815,0.553885113,3.5085559,5.098035484,6.721425701,1
4.49980967,2.890371758,3.502549876,5.799092654,-0.430782916,2.451005098,2.388762789,4.025351691,1
4.234106505,2.833213344,4.213607983,4.094344562,2.086913557,3.523415014,3.269568939,5.164785974,1
3.988984047,3.135494216,3.779633817,4.248495242,0.75612198,3.411147713,3.288401888,4.804021045,1
4.17438727,2.944438979,4.291828367,4.094344562,0.636576829,3.78191432,2.850706502,4.290459441,1
4.852030264,4.343805422,4.427238977,6.214608098,1.467874348,3.520460802,4.018183201,5.455321115,1
4.634728988,3.258096538,3.152736022,2.995732274,1.609437912,3.394508394,3.852273001,4.828313737,1
4.532599493,4.33073334,6.886429492,4.382026635,0.845868268,4.185098925,3.157000421,4.553876892,1
5.324423614,4.727387819,3.044522438,2.302585093,1.553925203,2.995732274,3.300271463,4.382026635,1
5.008633291,4.9698133,2.995732274,2.302585093,1.593308531,3.218875825,3.586846729,4.727387819,1
4.932024894,4.094344562,3.401197382,3.912023005,0.463734016,2.302585093,4.026422546,4.584967479,1
5.51777413,4.060443011,3.931825633,2.995732274,0.067658648,3.17805383,4.241038941,4.584967479,2
5.417432847,3.737669618,3.761200116,4.248495242,-0.544727175,2.564949357,4.517758729,4.33073334,1
5.917279649,3.761200116,2.48490665,2.302585093,0.336472237,1.609437912,3.686877451,4.465908119,1
5.533784668,3.951243719,3.828641396,5.075173815,0.891998039,3.091042453,4.629570073,5.170483995,2
5.075173815,2.833213344,2.740840024,4.941642423,0.148420005,2.602689685,3.5085559,5.525452939,1
5.293304825,3.33220451,3.063390922,6.040254711,0.565313809,3.034952987,3.610917913,5.669880923,2
5.837730447,2.833213344,3.113515309,5.393627546,1.01523068,2.360854001,3.424262655,5.472270674,1
5.123963979,2.564949357,2.370243741,8.352318548,-0.139262067,2.541601993,3.288401888,4.634728988,1
5.929589143,4.941642423,4.496470769,11.21317081,0.993251773,4.429625613,4.051784948,5.993961427,1
5.442417711,3.583518938,4.387014176,7.620705087,1.205970807,3.443618098,3.540959324,5.579729826,1
6.082447195,3.951243719,4.465908119,3.912023005,0.039220713,3.401197382,3.938664936,4.753590191,1
6.835184586,2.564949357,3.55820113,5.828945618,0.173953307,2.186051277,4.258445573,5.683579767,1
7.321849714,3.496507561,4.30676415,4.605170186,0.392042088,2.867898902,4.561218298,6.877296071,1
7.22620901,2.48490665,3.258096538,7.047517221,0.322083499,2.174751721,4.743191484,5.793013608,1
7.545918151,3.091042453,3.985273467,5.669880923,0.751416089,2.701361213,4.582924577,6.675823222,1
6.045005314,3.912023005,4.578826211,3.912023005,1.642872689,4.146304301,3.716008122,5.33753808,1
6.716594774,2.63905733,4.091005661,5.480638923,0.19062036,2.509599262,6.909753282,6.787844982,1
7.088408779,3.258096538,4.039536326,5.560681631,0.300104592,2.821378886,4.261270434,6.224558429,1
